,Departamento,Anio,Concepto,Cantidad
1613,Santander,2008,Consultorios en el servicio de urgencias,116
1614,Santander,2008,Salas de quirófanos,33
1615,Santander,2008,Mesas de partos,109
1616,Santander,2008,Número de unidades de odontología,195
1617,Sucre,2008,Camas de hospitalización,589
1618,Sucre,2008,Camas de observación,191
1619,Sucre,2008,Consultorios de consulta externa,181
1620,Sucre,2008,Consultorios en el servicio de urgencias,46
1621,Sucre,2008,Salas de quirófanos,8
1622,Sucre,2008,Mesas de partos,46
1623,Sucre,2008,Número de unidades de odontología,63
1624,Tolima,2008,Camas de hospitalización,1.070
1625,Tolima,2008,Camas de observación,191
1626,Tolima,2008,Consultorios de consulta externa,338
1627,Tolima,2008,Consultorios en el servicio de urgencias,72
1628,Tolima,2008,Salas de quirófanos,18
1629,Tolima,2008,Mesas de partos,60
1630,Tolima,2008,Número de unidades de odontología,113
1631,Valle del Cauca,2008,Camas de hospitalización,2.004
1632,Valle del Cauca,2008,Camas de observación,506
1633,Valle del Cauca,2008,Consultorios de consulta externa,888
1634,Valle del Cauca,2008,Consultorios en el servicio de urgencias,125
1635,Valle del Cauca,2008,Salas de quirófanos,67
1636,Valle del Cauca,2008,Mesas de partos,75
1637,Valle del Cauca,2008,Número de unidades de odontología,381
1638,Vaupés,2008,Camas de hospitalización,17
1639,Vaupés,2008,Camas de observación,6
1640,Vaupés,2008,Consultorios de consulta externa,4
1641,Vaupés,2008,Consultorios en el servicio de urgencias,1
1642,Vaupés,2008,Salas de quirófanos,1
1643,Vaupés,2008,Mesas de partos,1
1644,Vaupés,2008,Número de unidades de odontología,4
1645,Vichada,2008,Camas de hospitalización,73
1646,Vichada,2008,Camas de observación,11
1647,Vichada,2008,Consultorios de consulta externa,18
1648,Vichada,2008,Consultorios en el servicio de urgencias,4
1649,Vichada,2008,Salas de quirófanos,5
1650,Vichada,2008,Mesas de partos,8
1651,Vichada,2008,Número de unidades de odontología,16
1652,Nacional,2009,Camas de hospitalización,25.087
1653,Nacional,2009,Camas de observación,6.664
1654,Nacional,2009,Consultorios de consulta externa,9.060
1655,Nacional,2009,Consultorios en el servicio de urgencias,1.865
1656,Nacional,2009,Salas de quirófanos,599
1657,Nacional,2009,Mesas de partos,1.431
1658,Nacional,2009,Número de unidades de odontología,4.477
1659,Amazonas,2009,Camas de hospitalización,89
1660,Amazonas,2009,Camas de observación,24
1661,Amazonas,2009,Consultorios de consulta externa,13
1662,Amazonas,2009,Consultorios en el servicio de urgencias,10
1663,Amazonas,2009,Salas de quirófanos,3
1664,Amazonas,2009,Mesas de partos,10
1665,Amazonas,2009,Número de unidades de odontología,14
1666,Antioquia,2009,Camas de hospitalización,3.240
1667,Antioquia,2009,Camas de observación,908
1668,Antioquia,2009,Consultorios de consulta externa,1.247
1669,Antioquia,2009,Consultorios en el servicio de urgencias,218
1670,Antioquia,2009,Salas de quirófanos,76
1671,Antioquia,2009,Mesas de partos,171
1672,Antioquia,2009,Número de unidades de odontología,483
1673,Arauca,2009,Camas de hospitalización,191
1674,Arauca,2009,Camas de observación,52
1675,Arauca,2009,Consultorios de consulta externa,72
1676,Arauca,2009,Consultorios en el servicio de urgencias,15
1677,Arauca,2009,Salas de quirófanos,6
1678,Arauca,2009,Mesas de partos,10
1679,Arauca,2009,Número de unidades de odontología,38
1680,Atlántico,2009,Camas de hospitalización,644
1681,Atlántico,2009,Camas de observación,142
1682,Atlántico,2009,Consultorios de consulta externa,178
1683,Atlántico,2009,Consultorios en el servicio de urgencias,41
1684,Atlántico,2009,Salas de quirófanos,11
1685,Atlántico,2009,Mesas de partos,34
1686,Atlántico,2009,Número de unidades de odontología,70
1687,"Bogotá, D.C.",2009,Camas de hospitalización,2.897
1688,"Bogotá, D.C.",2009,Camas de observación,423
1689,"Bogotá, D.C.",2009,Consultorios de consulta externa,940
1690,"Bogotá, D.C.",2009,Consultorios en el servicio de urgencias,122
1691,"Bogotá, D.C.",2009,Salas de quirófanos,74
1692,"Bogotá, D.C.",2009,Mesas de partos,37
1693,"Bogotá, D.C.",2009,Número de unidades de odontología,280
1694,Bolívar,2009,Camas de hospitalización,618
1695,Bolívar,2009,Camas de observación,348
1696,Bolívar,2009,Consultorios de consulta externa,359
1697,Bolívar,2009,Consultorios en el servicio de urgencias,82
1698,Bolívar,2009,Salas de quirófanos,17
1699,Bolívar,2009,Mesas de partos,75
1700,Bolívar,2009,Número de unidades de odontología,155
1701,Boyacá,2009,Camas de hospitalización,842
1702,Boyacá,2009,Camas de observación,231
1703,Boyacá,2009,Consultorios de consulta externa,471
1704,Boyacá,2009,Consultorios en el servicio de urgencias,120
1705,Boyacá,2009,Salas de quirófanos,25
1706,Boyacá,2009,Mesas de partos,62
1707,Boyacá,2009,Número de unidades de odontología,260
1708,Caldas,2009,Camas de hospitalización,901
1709,Caldas,2009,Camas de observación,157
1710,Caldas,2009,Consultorios de consulta externa,258
1711,Caldas,2009,Consultorios en el servicio de urgencias,58
1712,Caldas,2009,Salas de quirófanos,20
1713,Caldas,2009,Mesas de partos,46
1714,Caldas,2009,Número de unidades de odontología,140
1715,Caquetá,2009,Camas de hospitalización,322
1716,Caquetá,2009,Camas de observación,73
1717,Caquetá,2009,Consultorios de consulta externa,65
1718,Caquetá,2009,Consultorios en el servicio de urgencias,21
1719,Caquetá,2009,Salas de quirófanos,6
1720,Caquetá,2009,Mesas de partos,18
1721,Caquetá,2009,Número de unidades de odontología,35
1722,Casanare,2009,Camas de hospitalización,182
1723,Casanare,2009,Camas de observación,71
1724,Casanare,2009,Consultorios de consulta externa,121
1725,Casanare,2009,Consultorios en el servicio de urgencias,27
1726,Casanare,2009,Salas de quirófanos,4
1727,Casanare,2009,Mesas de partos,21
1728,Casanare,2009,Número de unidades de odontología,42
1729,Cauca,2009,Camas de hospitalización,625
1730,Cauca,2009,Camas de observación,251
1731,Cauca,2009,Consultorios de consulta externa,314
1732,Cauca,2009,Consultorios en el servicio de urgencias,63
1733,Cauca,2009,Salas de quirófanos,18
1734,Cauca,2009,Mesas de partos,70
1735,Cauca,2009,Número de unidades de odontología,173
1736,Cesar,2009,Camas de hospitalización,735
1737,Cesar,2009,Camas de observación,203
1738,Cesar,2009,Consultorios de consulta externa,260
1739,Cesar,2009,Consultorios en el servicio de urgencias,54
1740,Cesar,2009,Salas de quirófanos,14
1741,Cesar,2009,Mesas de partos,51
1742,Cesar,2009,Número de unidades de odontología,78
1743,Chocó,2009,Camas de hospitalización,240
1744,Chocó,2009,Camas de observación,75
1745,Chocó,2009,Consultorios de consulta externa,31
1746,Chocó,2009,Consultorios en el servicio de urgencias,9
1747,Chocó,2009,Salas de quirófanos,6
1748,Chocó,2009,Mesas de partos,11
1749,Chocó,2009,Número de unidades de odontología,14
1750,Córdoba,2009,Camas de hospitalización,893
1751,Córdoba,2009,Camas de observación,160
1752,Córdoba,2009,Consultorios de consulta externa,270
1753,Córdoba,2009,Consultorios en el servicio de urgencias,59
1754,Córdoba,2009,Salas de quirófanos,15
1755,Córdoba,2009,Mesas de partos,47
1756,Córdoba,2009,Número de unidades de odontología,107
1757,Cundinamarca,2009,Camas de hospitalización,1.388
1758,Cundinamarca,2009,Camas de observación,327
1759,Cundinamarca,2009,Consultorios de consulta externa,500
1760,Cundinamarca,2009,Consultorios en el servicio de urgencias,100
1761,Cundinamarca,2009,Salas de quirófanos,53
1762,Cundinamarca,2009,Mesas de partos,58
1763,Cundinamarca,2009,Número de unidades de odontología,198
1764,Guaviare,2009,Camas de hospitalización,142
1765,Guaviare,2009,Camas de observación,28
1766,Guaviare,2009,Consultorios de consulta externa,27
1767,Guaviare,2009,Consultorios en el servicio de urgencias,13
1768,Guaviare,2009,Salas de quirófanos,2
1769,Guaviare,2009,Mesas de partos,11
1770,Guaviare,2009,Número de unidades de odontología,11
1771,Huila,2009,Camas de hospitalización,840
1772,Huila,2009,Camas de observación,286
1773,Huila,2009,Consultorios de consulta externa,258
1774,Huila,2009,Consultorios en el servicio de urgencias,66
1775,Huila,2009,Salas de quirófanos,14
1776,Huila,2009,Mesas de partos,53
1777,Huila,2009,Número de unidades de odontología,783
1778,La Guajira,2009,Camas de hospitalización,387
1779,La Guajira,2009,Camas de observación,136
1780,La Guajira,2009,Consultorios de consulta externa,196
1781,La Guajira,2009,Consultorios en el servicio de urgencias,38
1782,La Guajira,2009,Salas de quirófanos,15
1783,La Guajira,2009,Mesas de partos,34
1784,La Guajira,2009,Número de unidades de odontología,78
1785,Magdalena,2009,Camas de hospitalización,719
1786,Magdalena,2009,Camas de observación,207
1787,Magdalena,2009,Consultorios de consulta externa,244
1788,Magdalena,2009,Consultorios en el servicio de urgencias,67
1789,Magdalena,2009,Salas de quirófanos,13
1790,Magdalena,2009,Mesas de partos,70
1791,Magdalena,2009,Número de unidades de odontología,114
1792,Meta,2009,Camas de hospitalización,638
1793,Meta,2009,Camas de observación,182
1794,Meta,2009,Consultorios de consulta externa,170
1795,Meta,2009,Consultorios en el servicio de urgencias,43
1796,Meta,2009,Salas de quirófanos,9
1797,Meta,2009,Mesas de partos,35
1798,Meta,2009,Número de unidades de odontología,59
1799,Nariño,2009,Camas de hospitalización,708
1800,Nariño,2009,Camas de observación,393
1801,Nariño,2009,Consultorios de consulta externa,489
1802,Nariño,2009,Consultorios en el servicio de urgencias,103
1803,Nariño,2009,Salas de quirófanos,18
1804,Nariño,2009,Mesas de partos,88
1805,Nariño,2009,Número de unidades de odontología,257
1806,Norte de Santander,2009,Camas de hospitalización,1.024
1807,Norte de Santander,2009,Camas de observación,312
1808,Norte de Santander,2009,Consultorios de consulta externa,220
1809,Norte de Santander,2009,Consultorios en el servicio de urgencias,67
1810,Norte de Santander,2009,Salas de quirófanos,19
1811,Norte de Santander,2009,Mesas de partos,71
1812,Norte de Santander,2009,Número de unidades de odontología,120
1813,Putumayo,2009,Camas de hospitalización,201
1814,Putumayo,2009,Camas de observación,60
1815,Putumayo,2009,Consultorios de consulta externa,72
1816,Putumayo,2009,Consultorios en el servicio de urgencias,12
1817,Putumayo,2009,Salas de quirófanos,5
1818,Putumayo,2009,Mesas de partos,11
1819,Putumayo,2009,Número de unidades de odontología,45
1820,Quindío,2009,Camas de hospitalización,512
1821,Quindío,2009,Camas de observación,126
1822,Quindío,2009,Consultorios de consulta externa,169
1823,Quindío,2009,Consultorios en el servicio de urgencias,36
1824,Quindío,2009,Salas de quirófanos,12
1825,Quindío,2009,Mesas de partos,16
1826,Quindío,2009,Número de unidades de odontología,70
1827,Risaralda,2009,Camas de hospitalización,648
1828,Risaralda,2009,Camas de observación,170
1829,Risaralda,2009,Consultorios de consulta externa,263
1830,Risaralda,2009,Consultorios en el servicio de urgencias,39
1831,Risaralda,2009,Salas de quirófanos,16
1832,Risaralda,2009,Mesas de partos,27
1833,Risaralda,2009,Número de unidades de odontología,88
1834,Santander,2009,Camas de hospitalización,1.696
1835,Santander,2009,Camas de observación,326
1836,Santander,2009,Consultorios de consulta externa,432
1837,Santander,2009,Consultorios en el servicio de urgencias,119
1838,Santander,2009,Salas de quirófanos,32
1839,Santander,2009,Mesas de partos,109
1840,Santander,2009,Número de unidades de odontología,186
1841,Sucre,2009,Camas de hospitalización,535
1842,Sucre,2009,Camas de observación,221
1843,Sucre,2009,Consultorios de consulta externa,187
1844,Sucre,2009,Consultorios en el servicio de urgencias,50
1845,Sucre,2009,Salas de quirófanos,8
1846,Sucre,2009,Mesas de partos,44
1847,Sucre,2009,Número de unidades de odontología,63
1848,Tolima,2009,Camas de hospitalización,1.096
1849,Tolima,2009,Camas de observación,259
1850,Tolima,2009,Consultorios de consulta externa,342
1851,Tolima,2009,Consultorios en el servicio de urgencias,77
1852,Tolima,2009,Salas de quirófanos,18
1853,Tolima,2009,Mesas de partos,62
1854,Tolima,2009,Número de unidades de odontología,112
1855,Valle del Cauca,2009,Camas de hospitalización,2.039
1856,Valle del Cauca,2009,Camas de observación,496
1857,Valle del Cauca,2009,Consultorios de consulta externa,870
1858,Valle del Cauca,2009,Consultorios en el servicio de urgencias,128
1859,Valle del Cauca,2009,Salas de quirófanos,64
1860,Valle del Cauca,2009,Mesas de partos,68
1861,Valle del Cauca,2009,Número de unidades de odontología,384
1862,Vaupés,2009,Camas de hospitalización,14
1863,Vaupés,2009,Camas de observación,6
1864,Vaupés,2009,Consultorios de consulta externa,5
1865,Vaupés,2009,Consultorios en el servicio de urgencias,3
1866,Vaupés,2009,Salas de quirófanos,1
1867,Vaupés,2009,Mesas de partos,3
1868,Vaupés,2009,Número de unidades de odontología,5
1869,Vichada,2009,Camas de hospitalización,81
1870,Vichada,2009,Camas de observación,11
1871,Vichada,2009,Consultorios de consulta externa,17
1872,Vichada,2009,Consultorios en el servicio de urgencias,5
1873,Vichada,2009,Salas de quirófanos,5
1874,Vichada,2009,Mesas de partos,8
1875,Vichada,2009,Número de unidades de odontología,15
1876,Nacional,2010,Camas de hospitalización,25.050
1877,Nacional,2010,Camas de observación,6.988
1878,Nacional,2010,Consultorios de consulta externa,9.139
1879,Nacional,2010,Consultorios en el servicio de urgencias,1.863
1880,Nacional,2010,Salas de quirófanos,584
1881,Nacional,2010,Mesas de partos,1.443
1882,Nacional,2010,Número de unidades de odontología,3.863
1883,Amazonas,2010,Camas de hospitalización,89
1884,Amazonas,2010,Camas de observación,24
1885,Amazonas,2010,Consultorios de consulta externa,13
1886,Amazonas,2010,Consultorios en el servicio de urgencias,10
1887,Amazonas,2010,Salas de quirófanos,3
1888,Amazonas,2010,Mesas de partos,10
1889,Amazonas,2010,Número de unidades de odontología,14
1890,Antioquia,2010,Camas de hospitalización,3.264
1891,Antioquia,2010,Camas de observación,805
1892,Antioquia,2010,Consultorios de consulta externa,1.229
1893,Antioquia,2010,Consultorios en el servicio de urgencias,220
1894,Antioquia,2010,Salas de quirófanos,70
1895,Antioquia,2010,Mesas de partos,166
1896,Antioquia,2010,Número de unidades de odontología,489
1897,Arauca,2010,Camas de hospitalización,213
1898,Arauca,2010,Camas de observación,64
1899,Arauca,2010,Consultorios de consulta externa,83
1900,Arauca,2010,Consultorios en el servicio de urgencias,14
1901,Arauca,2010,Salas de quirófanos,5
1902,Arauca,2010,Mesas de partos,10
1903,Arauca,2010,Número de unidades de odontología,31
1904,Atlántico,2010,Camas de hospitalización,685
1905,Atlántico,2010,Camas de observación,142
1906,Atlántico,2010,Consultorios de consulta externa,182
1907,Atlántico,2010,Consultorios en el servicio de urgencias,39
1908,Atlántico,2010,Salas de quirófanos,12
1909,Atlántico,2010,Mesas de partos,36
1910,Atlántico,2010,Número de unidades de odontología,73
1911,"Bogotá, D.C.",2010,Camas de hospitalización,2.799
1912,"Bogotá, D.C.",2010,Camas de observación,447
1913,"Bogotá, D.C.",2010,Consultorios de consulta externa,991
1914,"Bogotá, D.C.",2010,Consultorios en el servicio de urgencias,123
1915,"Bogotá, D.C.",2010,Salas de quirófanos,73
1916,"Bogotá, D.C.",2010,Mesas de partos,37
1917,"Bogotá, D.C.",2010,Número de unidades de odontología,276
1918,Bolívar,2010,Camas de hospitalización,622
1919,Bolívar,2010,Camas de observación,333
1920,Bolívar,2010,Consultorios de consulta externa,364
1921,Bolívar,2010,Consultorios en el servicio de urgencias,81
1922,Bolívar,2010,Salas de quirófanos,13
1923,Bolívar,2010,Mesas de partos,76
1924,Bolívar,2010,Número de unidades de odontología,150
1925,Boyacá,2010,Camas de hospitalización,815
1926,Boyacá,2010,Camas de observación,218
1927,Boyacá,2010,Consultorios de consulta externa,473
1928,Boyacá,2010,Consultorios en el servicio de urgencias,99
1929,Boyacá,2010,Salas de quirófanos,24
1930,Boyacá,2010,Mesas de partos,57
